license,company,county,city,zip,phone,classes,role,market
1141028,MITCHEL CINOTTI,San Mateo,SOUTH SAN FRANCISCO,94080,(707) 357 2404,B,buyer_GC,SF_BAY
1141030,GOLDEN STATE PRO BUILDERS INC,San Mateo,DALY CITY,94014,(415) 496 0088,B,buyer_GC,SF_BAY
1141052,R&L CONSTRUCTION AND REMODELING,Los Angeles,ROSEMEAD,91770,(626) 688 6217,B,buyer_GC,LA
1141057,BAY VILLA BUILDERS,Alameda,NEWARK,94560,(818) 451 7716,B,buyer_GC,SF_BAY
1141062,BOLLARDS CONSTRUCTION,Los Angeles,CANOGA PARK,91303,(818) 451 9519,B,buyer_GC,LA
1141072,SCLA PAINTING COMPANY,Los Angeles,LOS ANGELES,90047,(323) 706 0683,C33,partner,LA
1141074,SS BUILDERS INC,Los Angeles,COMPTON,90220,(424) 527 1006,B,buyer_GC,LA
1141080,ONEGMA DEVELOPMENT LLC,Los Angeles,WEST HILLS,91307,(747) 235 8053,B,buyer_GC,LA
1141088,GOMA DESIGN BUILD CO,Los Angeles,LOS ANGELES,90035,(323) 219 2968,B,buyer_GC,LA
1141094,N27 CONSTRUCTION,Los Angeles,ARTESIA,90701,(818) 862 2612,B,buyer_GC,LA
1141113,QUICK DRY TECH INC,Los Angeles,NORTHRIDGE,91325,(818) 941 4316,B,buyer_GC,LA
1141114,PURE DESIGN & KITCHENS INC,Los Angeles,LOS ANGELES,90036,(858) 375 8733,B,buyer_GC,LA
1141117,LEVELIT BUILDERS INC,San Francisco,SAN FRANCISCO,94115,(657) 252 9733,B|D21|D24|D39,buyer_GC,SF_BAY
1141118,JIANCAI CONSTRUCTION INC,Los Angeles,DIAMOND BAR,91765,(626) 531 5756,B,buyer_GC,LA
1141119,828 CONSTRUCTION,Los Angeles,TORRANCE,90503,(213) 828 2388,B,buyer_GC,LA
1141122,JIMENEZ BRO,San Mateo,DALY CITY,94014,(415) 712 5849,C33,partner,SF_BAY
1141136,FORMWORKLA INC,Los Angeles,LOS ANGELES,90066,(714) 472 4486,B,buyer_GC,LA
1141137,ACRE GROUP,Los Angeles,SANTA MONICA,90403,(626) 243 3545,B,buyer_GC,LA
1141138,J&V PRO CONSTRUCTION AND REMODELING,Alameda,CASTRO VALLEY,94546,(510) 461 5484,B,buyer_GC,SF_BAY
1141139,IRIS CONSTRUCTION CORPORATION,Los Angeles,EL MONTE,91732,(626) 378 4121,B,buyer_GC,LA
1141140,TRIPLE C BUILDERS CORP,Los Angeles,LONG BEACH,90807,(562) 822 4050,B,buyer_GC,LA
1141142,GOLDSTAR CONSTRUCTION GROUP INC,Los Angeles,LOS ANGELES,90012,(818) 263 6276,B,buyer_GC,LA
1141144,MAMBO CONSTRUCTION,Los Angeles,TEMPLE CITY,91780,(323) 514 6105,B,buyer_GC,LA
1141147,SLV CONSTRUCTION INC,Los Angeles,WINNETKA,91306,(928) 366 7050,B,buyer_GC,LA
1141153,G STAR CONSTRUCTION GROUP,Los Angeles,GRANADA HILLS,91344,(747) 202 2202,B,buyer_GC,LA
1141159,JEC CONSTRUCTION & RENOVATION INC,San Francisco,SAN FRANCISCO,94103,(415) 636 0665,B,buyer_GC,SF_BAY
1141161,220 CONSTRUCTION INC,Los Angeles,TUJUNGA,91042,(818) 531 8449,B|C10,buyer_GC,LA
1141165,CHECK M8 GENERAL CONSTRUCTION INC,Los Angeles,LONG BEACH,90805,(562) 519 9965,B,buyer_GC,LA
1141178,ARISE REMODELING,San Francisco,SAN FRANCISCO,94108,(415) 519 1381,B,buyer_GC,SF_BAY
1141183,LY DANIEL BUILDERS INC,Los Angeles,NORTH HOLLYWOOD,91606,(818) 284 2120,B,buyer_GC,LA
1141190,FOUR STAR REALTY GROUP INC,Los Angeles,LOS ANGELES,90005,(626) 535 3148,B,buyer_GC,LA
1141193,THE USA CONSTRUCTION & DEVELOPMENT INC,San Mateo,DALY CITY,94014,(234) 380 9900,B,buyer_GC,SF_BAY
1141195,QUETZAL CONSTRUCTION INC,Alameda,ALAMEDA,94501,(510) 229 6590,B,buyer_GC,SF_BAY
1141200,NEIGHBORHOOD PLASTERING INC,Los Angeles,GARDENA,90247,(310) 941 2310,C35,partner,LA
1141216,ARMAN DESIGN BUILD INC,Los Angeles,SHERMAN OAKS,91403,(818) 913 6695,B|C-7|C10,buyer_GC,LA
1141226,PROELITE CAR WASH SERVICES & CONSTRUCTION,Los Angeles,SOUTH EL MONTE,91733,(310) 806 2982,B,buyer_GC,LA
1141231,TRUE VALUE MAINTENANCE INC,Los Angeles,WOODLAND HILLS,91367,(818) 990 5084,B|C20,buyer_GC,LA
1141232,AWESOME RENOVATIONS INC,Alameda,SAN LEANDRO,94580,(510) 387 7359,B,buyer_GC,SF_BAY
1141250,CRIMCO HOME IMPROVEMENT,Los Angeles,COMPTON,90221,(323) 610 2578,B,buyer_GC,LA
1141251,WUMBO INDUSTRIES LLC,Los Angeles,NORTH HOLLYWOOD,91602,(818) 216 4624,B,buyer_GC,LA
1141261,FRAME IT INC,Los Angeles,WOODLAND HILLS,91367,(646) 683 8221,B,buyer_GC,LA
1141266,OGNYAN UZUNOV,Los Angeles,GLENDALE,91208,(747) 463 8804,B,buyer_GC,LA
1141276,ALPHA & OMEGA BUILDERS INC,San Mateo,DALY CITY,94014,(650) 271 5823,B,buyer_GC,SF_BAY
1141289,DVA CONSTRUCTION,Los Angeles,WALNUT,91789,(626) 420 1896,B,buyer_GC,LA
1141298,HQ CONSTRUCTION & RENOVATIONS CORP,Los Angeles,POMONA,91767,(562) 606 6273,B,buyer_GC,LA
1141306,WENGER BUILDER,Los Angeles,CANYON COUNTRY,91387,(818) 384 1994,B,buyer_GC,LA
1141308,NIGEL SUSSMAN ILLUSTRATION LLC,Alameda,BERKELEY,94709,(510) 691 9898,C33,partner,SF_BAY
1141318,THIRD EYE BUILDER,Los Angeles,LOS ANGELES,90043,(323) 944 9547,B,buyer_GC,LA
1141326,BRISTOL RESTORATION INC,Los Angeles,VALENCIA,91355,(661) 294 1313,B,buyer_GC,LA
1141330,SF HOUSE PAINTING LLC,San Francisco,SAN FRANCISCO,94114,(415) 830 7420,C33,partner,SF_BAY
1141332,JOSE ORLANDO MANCIA NAVARRO,Los Angeles,COMPTON,90222,(323) 873 9730,B,buyer_GC,LA
1141345,LA YE CONSTRUCTION INC,Los Angeles,SAN GABRIEL,91776,(626) 230 3403,B,buyer_GC,LA
1141374,RALPH POON,Los Angeles,BALDWIN PARK,91706,(626) 512 5648,B,buyer_GC,LA
1141378,ABSOLUTE FLOORING,San Mateo,HALF MOON BAY,94019,(650) 661 8153,C15,partner,SF_BAY
1141380,WATER FIRE RESCUE PROS INC,Los Angeles,SYLMAR,91342,(818) 825 8638,B,buyer_GC,LA
1141384,AHMED MOHAMED ATTIA KHALIL,San Mateo,SOUTH SAN FRANCISCO,94080,(408) 220 4497,B,buyer_GC,SF_BAY
1141390,TGL CONSTRUCTION,Los Angeles,BEVERLY HILLS,90212,(818) 279 1031,B,buyer_GC,LA
1141399,MAI BUILDERS INC,Los Angeles,ENCINO,91316,(818) 877 3232,B|C10|C33,buyer_GC+partner,LA
1141400,DENVER SERMENO BUILDERS INC,Alameda,HAYWARD,94544,(510) 837 4018,B,buyer_GC,SF_BAY
1141403,CSI CONSTRUCTION INC,Los Angeles,CANYON COUNTRY,91351,(661) 607 9195,B,buyer_GC,LA
1141416,OMER BALTA,Los Angeles,LOS ANGELES,90064,(310) 614 7004,B,buyer_GC,LA
1141420,VL DESIGN+BUILD,Los Angeles,TORRANCE,90503,(310) 363 1444,B,buyer_GC,LA
1141430,CALIFORNIA PERGOLA SYSTEMS LLC,Los Angeles,NORTHRIDGE,91325,(323) 283 3567,B,buyer_GC,LA
1141450,RIVIERA CONSTRUCTION SERVICES INC,Los Angeles,LOS ANGELES,90010,(323) 384 2524,B,buyer_GC,LA
1141455,RESTOTECH DISASTER RESTORATION CORPORATION,Los Angeles,GARDENA,90248,(424) 375 0987,B|C21|D64,buyer_GC,LA
1141471,CEBALLOS PAINTING,Los Angeles,BELL GARDENS,90201,(323) 365 4374,C33,partner,LA
1141485,MATTHEW LOYAL DIMON,Los Angeles,LOS ANGELES,90016,(310) 848 7077,B,buyer_GC,LA
1141487,YMN GENERAL CONSTRUCTION INC,Los Angeles,LYNWOOD,90262,(818) 877 3361,B,buyer_GC,LA
1141494,MILLAN'S VISIONARY CONSTRUCTION,Alameda,HAYWARD,94545,(650) 476 8625,B,buyer_GC,SF_BAY
1141495,BRUS BOX CONTRACTOR WORKS,San Mateo,DALY CITY,94014,(415) 608 4090,B,buyer_GC,SF_BAY
1141498,TODD LEUNG CONSTRUCTION INC,Alameda,OAKLAND,94602,(510) 851 0338,B,buyer_GC,SF_BAY
1141508,CZINNER GENERAL CONTRACTING,Los Angeles,GLENDALE,91205,(323) 302 2243,B,buyer_GC,LA
1141512,JN PREMIER BUILD CO,Los Angeles,LOMITA,90717,(310) 340 9954,B,buyer_GC,LA
1141520,FOG CITY PAINTING,San Francisco,SAN FRANCISCO,94132,(415) 712 6301,C33,partner,SF_BAY
1141521,DREAM OAKS HOME BUILDERS INC,Los Angeles,WEST HILLS,91307,(818) 861 5756,B,buyer_GC,LA
1141529,KYU MIN KIM,Los Angeles,LA MIRADA,90138,(909) 455 6690,B,buyer_GC,LA
1141537,CITY SCAPE DESIGN BUILD DEVELOPMENT INC,Los Angeles,LOS ANGELES,90049,(310) 923 5444,B,buyer_GC,LA
1141544,TAI-YUNG CHAU,Los Angeles,BALDWIN PARK,91706,(626) 494 2887,B,buyer_GC,LA
1141545,LIEVC INC,Los Angeles,LOS ANGELES,90010,(626) 241 3338,B,buyer_GC,LA
1141551,MEIJIA GENERAL CONSTRUCTION,San Mateo,SOUTH SAN FRANCISCO,94080,(415) 990 8378,B,buyer_GC,SF_BAY
1141559,CRUZ FAMILY CONSTRUCTION CORP,Los Angeles,COMPTON,90222,(323) 474 8895,B,buyer_GC,LA
1141560,JEFFREY BIRKMEYER,Los Angeles,PASADENA,91101,(323) 336 2917,B,buyer_GC,LA
1141563,ONYX DESIGN & REMODELING INC,Los Angeles,WEST HILLS,91307,(310) 363 9072,B,buyer_GC,LA
1141583,PRO CRAFT BUILDERS INC,Los Angeles,SYLMAR,91342,(949) 254 5140,B,buyer_GC,LA
1141584,LENG BONA,Los Angeles,SAN GABRIEL,91776,(323) 470 4970,B,buyer_GC,LA
1141590,M L S PLUMBING AND BUILDER INC,Alameda,OAKLAND,94610,(650) 534 7946,A|B|C16|C36,buyer_GC,SF_BAY
1141603,YU CHARLES,Los Angeles,WALNUT,91789,(909) 238 4256,B,buyer_GC,LA
1141608,LUX REMODLING INC,Los Angeles,VALLEY VILLAGE,91607,(818) 658 0998,B,buyer_GC,LA
1141609,17 ROOFING INC,Los Angeles,LOS ANGELES,90036,(323) 944 8803,B|C39,buyer_GC,LA
1141610,ECOFRAME WINDOWS & DOORS INC,Los Angeles,NORTH HOLLYWOOD,91605,(310) 500 7672,B,buyer_GC,LA
1141621,ELEVATION CONSTRUCTION,Los Angeles,CERRITOS,90703,(562) 810 3140,B,buyer_GC,LA
1141637,RENE AMAYA ALVARADO,Los Angeles,LONG BEACH,90805,(562) 472 9293,B,buyer_GC,LA
1141657,REMEDY RECONSTRUCTION INC,Los Angeles,MANHATTAN BEACH,90266,(805) 341 5037,B|C33,buyer_GC+partner,LA
1141663,VP BUILDERS INC,Los Angeles,MISSION HILLS,91345,(818) 403 4861,ASB|B|C15,buyer_GC+partner,LA
1141672,LUGO AND ASSOCIATES INC,Los Angeles,RANCHO PALOS VERDES,90275,(310) 879 9730,B,buyer_GC,LA
1141681,PERFECT TILE STONE MARTINEZ INC,Los Angeles,WINNETKA,91306,(818) 268 8367,C54,partner,LA
1141684,VALLEY BUILDER GROUP,Los Angeles,LITTLEROCK,93543,(323) 218 7620,B,buyer_GC,LA
1141689,SV MAINTENANCE,Los Angeles,LONG BEACH,90805,(562) 538 3249,B,buyer_GC,LA
1141690,VICALVA CONSTRUCTION LLC,Los Angeles,PASADENA,91109,(213) 220 2916,B,buyer_GC,LA
1141691,VASGON PAINTING INC,Los Angeles,LOS ANGELES,90026,(714) 337 0201,C33,partner,LA
1141694,ROYA CONSTRUCTORA INC,Alameda,OAKLAND,94603,(510) 809 7880,B,buyer_GC,SF_BAY
1141706,HARVY CORNEJO REMODELING INC,Los Angeles,PARAMOUNT,90723,(562) 842 6676,B,buyer_GC,LA
1141708,B HOME CONSTRUCTION,Los Angeles,EL MONTE,91733,(626) 233 6598,B,buyer_GC,LA
1141712,DRA,Los Angeles,LOS ANGELES,90025,(310) 270 6174,B,buyer_GC,LA
1141723,PATHFINDER CONSTRUCTION,Los Angeles,DIAMOND BAR,91765,(626) 695 6926,B,buyer_GC,LA
1141730,CUSTOM VIEW WINDOWS,Los Angeles,VALLEY VILLAGE,91607,(818) 571 1517,B,buyer_GC,LA
1141734,CALPRIME CONSTRUCTION INC,Los Angeles,LOS ANGELES,90024,(310) 486 8668,B,buyer_GC,LA
1141736,M G BIT INC,Los Angeles,WOODLAND HILLS,91367,(855) 826 4248,B,buyer_GC,LA
1141741,CADENA'S CONTRACTORS INC,Los Angeles,VAN NUYS,91406,(818) 573 7527,B,buyer_GC,LA
1141756,NNE CONSTRUCTION ENGINEERING,Los Angeles,CITY OF INDUSTRY,91748,(714) 803 9949,B,buyer_GC,LA
1141759,J & A PRO BUILDERS INC,Los Angeles,LOS ANGELES,90037,(323) 314 5081,B,buyer_GC,LA
1141762,OR BAREL,Los Angeles,NORTH HILLS,91343,(818) 619 6870,B,buyer_GC,LA
1141763,ELITE PAINTWORKS,Alameda,HAYWARD,94544,(510) 449 7090,C33,partner,SF_BAY
1141766,REZ-NEA CONTRACTING CO,Los Angeles,CHATSWORTH,91311,(818) 355 0592,B,buyer_GC,LA
1141800,VENTURA WEST DEVELOPMENT,Los Angeles,CALABASAS,91302,(818) 451 5362,B,buyer_GC,LA
1141812,GENERAL CONSTRUCTION AD COMPANY,Los Angeles,INGLEWOOD,90301,(818) 270 1380,B,buyer_GC,LA
1141816,WESTWARD HOMES,Los Angeles,WEST HOLLYWOOD,90069,(818) 378 7272,B|C10,buyer_GC,LA
1141819,MIGHTY WORKS CONSTRUCTION INC,Alameda,UNION CITY,94587,(510) 951 6769,B,buyer_GC,SF_BAY
1141827,RIGHT TECHINQUE SOLUTIONS CORP,Los Angeles,REDONDO BEACH,90278,(844) 600 6900,B,buyer_GC,LA
1141833,FALKON MECHANICAL INC,Los Angeles,SANTA FE SPRINGS,90670,(562) 360 2045,B|C20|C36,buyer_GC,LA
1141837,ISR CONSTRUCTION,Los Angeles,ENCINO,91436,(818) 355 8855,B,buyer_GC,LA
1141838,JAY CONSTRUCTION,San Francisco,SAN FRANCISCO,94105,(408) 831 1717,B,buyer_GC,SF_BAY
1141849,BUILDER REPAIR INSTALLATION,Los Angeles,STEVENSON RANCH,91381,(408) 854 9034,B|C10|C20,buyer_GC,LA
1141851,SHORELINE CONSTRUCTION AND DEVELOPMENT,Los Angeles,DIAMOND BAR,91765,(949) 735 5288,B,buyer_GC,LA
1141855,21 RETROFIT & STEEL INC,Los Angeles,CARSON,90746,(213) 999 6286,B|C51,buyer_GC,LA
1141856,SUPERLATIVE BUILDERS INC,Los Angeles,CHATSWORTH,91311,(424) 343 9121,B,buyer_GC,LA
1141857,PLX CONSTRUCTION INC,Los Angeles,WOODLAND HILLS,91367,(562) 234 2433,B,buyer_GC,LA
1141861,R E HOME BUILDER,Los Angeles,INGLEWOOD,90304,(310) 242 0035,B,buyer_GC,LA
1141863,IDO HOME SPECIALISTS INC,Los Angeles,SAN FERNANDO,91340,(818) 744 5734,B,buyer_GC,LA
1141875,SUMMIT PRO BUILDERS INC,Los Angeles,LA CRESCENTA,91214,(213) 700 0160,B|C39,buyer_GC,LA
1141878,BENLO REMODELING,Alameda,FREMONT,94538,(341) 999 1821,B,buyer_GC,SF_BAY
1141880,J H V STRUCTURAL STEEL INC,Los Angeles,BALDWIN PARK,91706,(323) 984 1440,B|C51,buyer_GC,LA
1141881,NUEVA TERRA GENERAL CONTRACTING,Los Angeles,SYLMAR,91342,(818) 285 9070,B,buyer_GC,LA
1141899,JOSEPH BAEKHEE LEE,Los Angeles,LOS ANGELES,90005,(213) 999 1790,B,buyer_GC,LA
1141912,JF BUILDERS CORPORATION,Los Angeles,BELLFLOWER,90706,(562) 633 6662,B,buyer_GC,LA
1141917,LOS ANGELES DRYWALL AND FRAMING,Los Angeles,BEVERLY HILLS,90210,(310) 730 9832,B|C-9,buyer_GC,LA
1141921,BFJ BUILDERS INC,Los Angeles,TARZANA,91356,(818) 934 7176,B,buyer_GC,LA
1141924,CABRE TECH SOLUTIONS INC,Alameda,LIVERMORE,94551,(714) 398 9792,B|C-7|C10,buyer_GC,SF_BAY
1141949,GOSSELIN ELITE CONSTRUCTION INC,Los Angeles,CERRITOS,90703,(562) 712 9509,B,buyer_GC,LA
1141950,SOLORZANO DESIGN,Los Angeles,LOS ANGELES,90049,(310) 853 2866,B,buyer_GC,LA
1141956,MINGOS STONE TILE,Los Angeles,LOS ANGELES,90059,(323) 749 2631,C54,partner,LA
1141961,ENDER CONSTRUCTION DEVELOPMENT & INVESTMENTS INC,Los Angeles,BURBANK,91506,(310) 497 1681,B,buyer_GC,LA
1141972,PBT CONSTRUCTION INC,Los Angeles,CANOGA PARK,91304,(818) 974 4047,B,buyer_GC,LA
1141975,MEIJIA CONSTRUCTION LLC,Alameda,FREMONT,94539,(510) 560 6681,B|C10,buyer_GC,SF_BAY
1141977,4-BY CONSTRUCTION & PLASTERING INC,Los Angeles,GARDENA,90248,(310) 345 9396,B|C35,buyer_GC+partner,LA
1141978,SC CONTRACTORS INC,Los Angeles,PACOIMA,91331,(818) 675 2303,B,buyer_GC,LA
1141980,CA PAINTING & DECORATING INC,Alameda,SAN LEANDRO,94577,(510) 754 5582,C33,partner,SF_BAY
1141981,AMERICAN CONSTRUCTION LABOR,Los Angeles,REDONDO BEACH,90277,(310) 938 9950,B|C27,buyer_GC,LA
1141984,CIM CONSTRUCTION INC,Los Angeles,LOS ANGELES,90010,(323) 860 4900,B,buyer_GC,LA
1141994,HUB CITY CONSTRUCTION INC,San Mateo,DALY CITY,94015,(650) 784 1299,B,buyer_GC,SF_BAY
1142000,ELKRIDGE DEVELOPMENT GROUP CORPORATION,Los Angeles,LOMITA,90717,(310) 984 9037,B,buyer_GC,LA
1142002,RAMIREZ CONSTRUCTION BETTER BUILT,Los Angeles,NORTH HILLS,91343,(818) 517 1831,B,buyer_GC,LA
1142005,AMERICAN LEGACY CONSTRUCTION INC,Los Angeles,PACOIMA,91331,(818) 568 8274,B,buyer_GC,LA
1142006,FAIRMONT DEVELOPMENT INC,Los Angeles,SHERMAN OAKS,91423,(310) 905 9800,B,buyer_GC,LA
1142007,KB PAINTING INC,Los Angeles,SANTA CLARITA,91350,(661) 414 4489,C33,partner,LA
1142017,NICOLAS AULET LEON,Los Angeles,RANCHO PALOS VERDES,90275,,B,buyer_GC,LA
1142042,MENDEZ PROFESSIONAL PAINTING INC,San Francisco,SAN FRANCISCO,94112,(415) 792 7113,C33,partner,SF_BAY
1142062,JF DECK & STAIR WATERPROOF COATING,Los Angeles,LA MIRADA,90638,(714) 600 6948,C33,partner,LA
1142078,DOMINGUEZ PAINTING,Los Angeles,PALMDALE,93550,(661) 470 3559,C-9|C33,partner,LA
1142080,ALLIANCE CITY BUILDERS,Los Angeles,NORTH HILLS,91343,(818) 294 1877,B,buyer_GC,LA
1142088,R5 BUILT,Los Angeles,BELL GARDENS,90201,(310) 508 2074,B,buyer_GC,LA
1142089,ELIZABETH DUTCHESS BENYESHAY,Los Angeles,TARZANA,91356,(818) 625 7191,B,buyer_GC,LA
1142092,WRAP CONSTRUCTION,San Mateo,SAN MATEO,94401,(650) 389 4023,B,buyer_GC,SF_BAY
1142098,A-SHAPE,Los Angeles,VENICE,90291,(818) 987 2633,B,buyer_GC,LA
1142102,CREATIVE CONCEPTS CONSTRUCTION,Los Angeles,LANCASTER,93536,(818) 219 3107,B,buyer_GC,LA
1142104,CORVIN ELECTRIC,Los Angeles,LOS ANGELES,90037,(323) 483 3716,B|C10,buyer_GC,LA
1142111,LAMZ CONSTRUCTION,San Mateo,MILLBRAE,94030,(415) 606 1120,B|C33,buyer_GC+partner,SF_BAY
1142123,VILLEDA'S CONSTRUCTION DESIGN INC,Los Angeles,PALMDALE,93552,(747) 252 7421,B,buyer_GC,LA
1142124,FORMCO CONSTRUCTION,Los Angeles,LOS ANGELES,90032,(213) 379 4531,B,buyer_GC,LA
1142134,INDUSTRIAL ARTS LLC,Los Angeles,SIGNAL HILL,90755,(310) 904 9177,B,buyer_GC,LA
1142137,CONSTRUCTION OF CALIFORNIA LLC,Los Angeles,ALHAMBRA,91803,(818) 588 8999,B,buyer_GC,LA
1142139,MAURICIO BUILDING SERVICES,Los Angeles,WEST COVINA,91790,(626) 209 6567,B,buyer_GC,LA
1142140,INGENUITY HOMEBUILDER INC,Los Angeles,MONTEREY PARK,917552019,(917) 963 9937,B,buyer_GC,LA
1142156,ARTIST IMAGE PRO PAINTING LLC,Los Angeles,LOS ANGELES,90031,(772) 559 4293,C33,partner,LA
1142159,BEST HOME RENOVATION INC,Los Angeles,VAN NUYS,91401,(646) 402 2023,B,buyer_GC,LA
1142167,BRENES CONSTRUCTION,San Mateo,DALY CITY,94015,(415) 724 9813,B,buyer_GC,SF_BAY
1142170,ACH PRO PAINTING,Los Angeles,LOS ANGELES,90003,(323) 336 0167,C33,partner,LA
1142178,EAST LAKE CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94132,(415) 298 9895,B|C36,buyer_GC,SF_BAY
1142184,ADVISE RE DEVELOPERS INC,Los Angeles,LOS ANGELES,90048,(310) 795 4370,B,buyer_GC,LA
1142187,PARAMOUNT BUILDERS & MANAGEMENT INC,San Francisco,SAN FRANCISCO,94110,(415) 812 8300,A|B,buyer_GC,SF_BAY
1142189,EAGLE'S PAINTING CO,Los Angeles,LOS ANGELES,90019,(213) 384 6975,C33,partner,LA
1142192,OG CONSTRUCTION GENERAL CONTRACTOR,Los Angeles,PALMDALE,93550,(310) 770 1985,B,buyer_GC,LA
1142200,VALLEY LEVEL SCREED PLASTERING,Los Angeles,SANTA CLARITA,91321,(818) 308 0982,C35,partner,LA
1142201,UDS CONSTRUCTION INC,Los Angeles,PASADENA,91103,(818) 355 5875,B,buyer_GC,LA
1142205,BUILDING ENGINEERING MAINTENANCE SERVICES LLC,Los Angeles,RANCHO PALOS VERDES,90275,(310) 926 1809,B|D38,buyer_GC,LA
1142208,KRIS & CO CONSTRUCTION,Los Angeles,LA CANADA FLINTRIDGE,91011,(818) 913 5485,B,buyer_GC,LA
1142221,EXPRESS HOMESERVICES CORPORATION,San Mateo,SAN MATEO,94401,(650) 753 3001,A|B|C20|C36,buyer_GC,SF_BAY
1142228,ABG PAINTING,Alameda,OAKLAND,94612,(424) 529 2625,C33,partner,SF_BAY
1142230,HONG CONSTRUCTION,Los Angeles,DIAMOND BAR,91765,(626) 988 7108,B,buyer_GC,LA
1142231,M&D BROTHERS CONSTRUCTION,Alameda,OAKLAND,94603,(510) 467 7790,B,buyer_GC,SF_BAY
1142240,REDEEMED WORKMANSHIP INC,Los Angeles,WEST HOLLYWOOD,90069,(714) 752 9846,B,buyer_GC,LA
1142242,ANNIKA YEO,Los Angeles,LOS ANGELES,90019,(213) 507 0959,B|C33,buyer_GC+partner,LA
1142256,ALL IN CONSTRUCTION,Los Angeles,SOUTH GATE,90280,(323) 351 3652,B,buyer_GC,LA
1142257,DGP GENERAL,Los Angeles,TORRANCE,90503,(310) 683 3485,B,buyer_GC,LA
1142262,VELA CONSTRUCTION,Los Angeles,PACOIMA,91331,(818) 698 9938,B,buyer_GC,LA
1142276,BLACKSTONE BUILDERS,Los Angeles,WOODLAND HILLS,91364,(818) 602 1818,B,buyer_GC,LA
1142283,PIONEER CONSTRUCTION REMODELING,San Francisco,SAN FRANCISCO,94112,(415) 724 0402,B,buyer_GC,SF_BAY
1142286,MODERN INSPIRATION CONSTRUCTION,San Francisco,SAN FRANCISCO,94134,(415) 573 4114,B,buyer_GC,SF_BAY
1142296,FINEST-BUILDERS,Alameda,PLEASANTON,94588,(925) 515 2592,B,buyer_GC,SF_BAY
1142297,AV & G HOME SERVICES,Los Angeles,REDONDO BEACH,90277,(562) 450 3154,B,buyer_GC,LA
1142304,FORCE DEMOLITION AND CONSTRUCTION INC,Los Angeles,WEST HILLS,91307,(818) 464 5186,A|B|C21,buyer_GC,LA
1142310,VENGADOR ELECTRIC,Alameda,OAKLAND,94603,(510) 637 9251,B|C10,buyer_GC,SF_BAY
1142311,ONEWAY BUILDERS INC,San Mateo,REDWOOD CITY,94063,(650) 771 5266,B,buyer_GC,SF_BAY
1142330,RIVER RUN CONSTRUCTION INC,Los Angeles,AGOURA HILLS,91301,(310) 968 2345,B,buyer_GC,LA
1142337,MASTER PAINTERS,Los Angeles,SYLMAR,91342,(818) 217 5096,C33,partner,LA
1142344,AGUILAR GENERAL CONSTRUCTION,Los Angeles,CASTAIC,91384,(661) 645 3561,B,buyer_GC,LA
1142355,ARDEH CONSTRUCTION,Los Angeles,GLENDALE,91206,(818) 919 2821,B,buyer_GC,LA
1142363,CONNECTED DESIGN & CONSTRUCTION INC,Los Angeles,CULVER CITY,90230,(612) 443 7770,B,buyer_GC,LA
1142364,SAFEQUAKE DEVELOPMENT,San Mateo,SAN MATEO,94401,(650) 797 5552,B,buyer_GC,SF_BAY
1142368,GLENN O CARRERA II BUILDING,Los Angeles,LOS ANGELES,90009,(818) 938 7467,B,buyer_GC,LA
1142372,ELEVATE HOME BUILDERS INC,Los Angeles,GLENDALE,91208,(747) 234 1516,B,buyer_GC,LA
1142412,MORTEZA YOSEFI,Los Angeles,AGOURA HILLS,91301,(805) 202 1838,B,buyer_GC,LA
1142427,TEN NINE CONSTRUCTION,Alameda,CASTRO VALLEY,94546,(669) 226 7469,B|C10,buyer_GC,SF_BAY
1142435,A K CONSTRUCTION,Los Angeles,TARZANA,91356,(818) 517 3935,B,buyer_GC,LA
1142436,STUDIO CONSTRUCT INC,Los Angeles,LONG BEACH,90802,(818) 274 6535,B,buyer_GC,LA
1142455,SEQUOIA CONSTRUCTION GROUP INC,Los Angeles,ROSEMEAD,91770,(626) 927 6347,B,buyer_GC,LA
1142466,GOLDEN STATE CONSTRUCTION,Los Angeles,PALOS VERDES ESTATES,90274,(310) 303 0114,B,buyer_GC,LA
1142478,WORLD PRO PAINTING INC,Alameda,FREMONT,94538,(510) 203 5904,C33,partner,SF_BAY
1142480,BZ BUILD CO LLC,Los Angeles,BURBANK,91510,(661) 910 3521,B,buyer_GC,LA
1142497,MICHAEL ABUDY,Los Angeles,TORRANCE,90505,(310) 770 8427,C33,partner,LA
1142498,BUILD IT BETTER INC,Los Angeles,AGOURA HILLS,91301,(818) 471 3344,B,buyer_GC,LA
1142501,IN AND OUT DESIGN AND DEVELOPMENT INC,Los Angeles,ENCINO,91436,(818) 239 9502,B,buyer_GC,LA
1142502,ITIONIC CONSTRUCTION,Los Angeles,GLENDALE,91205,(818) 747 9944,B,buyer_GC,LA
1142503,SUPREME STRIPING & SEAL INC,Los Angeles,LAKEWOOD,90715,(310) 413 3485,B|C32,buyer_GC,LA
1142527,CENPAC CONSTRUCTION GROUP INC,Los Angeles,HACIENDA HEIGHTS,91745,(562) 821 9965,B,buyer_GC,LA
1142538,ENSLING PROPERTY WORKS INC,Los Angeles,AZUSA,91702,(818) 273 6688,B,buyer_GC,LA
1142539,BUILD PLUS,Los Angeles,LOS ANGELES,90024,(310) 903 0950,B,buyer_GC,LA
